customer_id,age,income,credit_score,account_balance,num_products,has_credit_card,is_active_member,country,churn
564,60,68285,698,-1764,1,1,1,Poland,0
565,54,39063,704,10848,4,0,0,Poland,1
566,29,87642,429,-2648,4,1,1,Germany,1
567,20,110093,765,-3068,2,1,1,Germany,0
568,18,134390,505,71449,3,1,1,Germany,1
569,50,106143,565,3556,3,0,0,Ukraine,0
570,57,57599,836,81836,4,1,0,Germany,1
571,27,71920,552,498,4,1,1,Ukraine,0
572,60,48529,588,71118,3,1,1,Poland,0
573,61,55954,463,45098,3,0,0,Poland,1
574,46,47856,394,59386,2,0,0,Germany,0
575,30,22573,409,4569,1,1,0,Ukraine,0
576,29,98344,635,51882,4,0,0,Germany,1
577,48,55367,537,65393,3,0,0,Germany,0
578,63,122337,680,-4660,4,0,1,Ukraine,0
579,19,126732,735,38949,4,1,0,Germany,0
580,68,119608,782,77302,3,1,1,Poland,0
581,67,80774,324,57443,2,0,1,Germany,1
582,52,43752,416,86668,4,0,0,Ukraine,0
583,40,75029,781,69027,2,0,0,Ukraine,0
584,34,37685,691,-4862,3,1,1,Poland,0
585,43,71693,836,-4642,1,1,0,Ukraine,1
586,25,136739,378,70250,1,0,1,Ukraine,0
587,46,75961,472,80376,4,0,0,Poland,0
588,43,126937,311,94931,3,0,0,Germany,1
589,27,144956,427,25654,2,0,0,Poland,0
590,43,96908,391,20879,4,1,1,Germany,0
591,51,145537,842,76532,3,0,0,Poland,0
592,68,146678,831,50778,3,1,1,Germany,0
593,58,94532,746,32772,2,0,0,Poland,0
594,24,101994,689,53478,4,0,1,Germany,0
595,21,76133,342,59353,3,0,0,Poland,1
596,67,117425,553,21762,3,0,1,Germany,0
597,62,145055,429,8283,3,0,1,Poland,1
598,28,81268,359,58922,2,1,1,Ukraine,0
599,46,112201,766,34420,4,0,1,Germany,1
600,53,58243,586,50568,4,0,1,Poland,1
601,42,77384,816,80090,4,0,1,Germany,0
602,38,51653,766,15219,4,1,0,Germany,0
603,53,46657,644,52169,1,1,1,Poland,0
604,27,59952,681,95455,1,1,1,Germany,1
605,54,42180,552,69965,4,1,1,Poland,1
606,26,117432,355,41840,2,0,0,Ukraine,0
607,41,141829,762,39695,1,0,0,Germany,0
608,52,148377,756,79754,3,0,0,Ukraine,0
609,66,98411,382,72988,1,1,1,Germany,1
610,52,21622,398,53342,3,0,0,Germany,0
611,65,68756,448,13951,4,0,0,Germany,0
612,53,60809,628,-3693,1,1,1,Poland,0
613,35,36725,455,75388,2,1,1,Ukraine,0
614,66,81396,489,85768,1,1,0,Germany,1
615,56,71226,793,30428,1,0,1,Poland,0
616,49,126296,562,87021,1,0,1,Germany,0
617,41,101182,379,70774,4,1,1,Poland,0
618,40,102565,699,33975,2,0,1,Germany,0
619,49,49402,559,-3860,1,1,0,Ukraine,0
620,54,24263,400,19842,2,1,1,Ukraine,1
621,29,143489,658,21421,4,0,0,Germany,1
622,66,116523,679,-3292,3,1,0,Poland,0
623,30,66828,520,-1370,1,1,0,Germany,0
624,40,140824,719,14595,2,1,0,Poland,1
625,42,67924,423,71021,2,0,1,Germany,0
626,52,94182,721,23308,4,1,1,Poland,0
627,58,113065,530,39789,1,1,1,Ukraine,1
628,47,79052,362,50690,3,1,0,Germany,1
629,34,31664,784,21086,2,1,0,Ukraine,1
630,66,55737,782,11859,1,1,0,Ukraine,1
631,37,121332,818,2684,3,1,1,Germany,1
632,65,109563,454,86088,2,1,0,Germany,0
633,42,49373,391,-3793,2,0,1,Poland,0
634,39,137369,825,41099,3,0,1,Poland,0
635,30,56397,754,62496,3,1,1,Ukraine,0
636,36,148575,809,61093,4,0,1,Poland,0
637,66,106145,482,24689,1,0,0,Poland,0
638,53,121371,685,43651,1,1,1,Germany,0
639,29,58709,704,8893,4,0,0,Poland,0
640,58,136074,545,92808,2,1,1,Ukraine,0
641,36,81120,770,61418,3,1,0,Poland,0
642,29,39250,722,98065,3,1,0,Ukraine,0
643,26,41172,364,55011,3,1,1,Germany,1
644,24,31555,312,33635,2,1,1,Ukraine,0
645,45,107410,512,51115,3,0,1,Poland,0
646,31,98617,541,90071,3,1,0,Germany,1
647,48,73276,792,73405,4,0,1,Poland,0
648,69,77492,512,67702,2,1,1,Germany,0
649,36,73002,637,73518,1,1,0,Germany,0
650,64,140103,472,98651,4,1,1,Poland,0
651,33,144938,463,67805,4,0,0,Poland,1
652,22,109599,764,53954,1,1,1,Germany,0
653,52,92355,796,23064,4,1,0,Germany,0
654,29,111248,694,74063,2,1,0,Poland,0
655,42,44762,607,-2546,3,1,1,Ukraine,0
656,69,31046,482,15878,2,0,0,Poland,0
657,38,116999,809,46098,1,1,1,Germany,0
658,53,144130,845,57154,1,0,1,Poland,0
659,40,136021,526,7991,4,1,0,Ukraine,0
660,33,48769,735,63344,2,0,1,Poland,0
661,56,73302,721,99946,2,0,0,Germany,0
662,62,43150,320,31593,1,1,0,Poland,0
663,59,88247,696,31304,2,1,0,Germany,1
664,56,24853,404,25386,1,0,0,Germany,0
665,31,114613,491,50220,2,1,0,Poland,0
666,48,140900,316,64338,2,1,0,Germany,0
667,22,109399,419,89289,2,1,0,Germany,0
668,52,41792,692,16083,1,0,0,Ukraine,1
669,40,79129,724,13354,4,1,1,Ukraine,0
670,46,126019,428,17190,2,1,1,Ukraine,1
671,60,94478,429,1142,1,1,0,Ukraine,0
672,28,133811,328,23398,1,0,1,Germany,1
673,35,134130,396,46971,2,1,1,Poland,0
674,64,87298,309,36862,2,0,1,Germany,1
675,29,51987,541,93668,4,1,1,Germany,0
676,26,35850,531,48410,1,0,1,Germany,0
677,27,32112,583,14503,1,1,1,Poland,0
678,61,141789,499,43456,3,1,0,Ukraine,0
679,34,44058,378,95167,1,0,1,Germany,1
680,55,65420,472,77035,4,0,1,Germany,0
681,24,58890,766,3016,3,0,1,Ukraine,0
682,63,86017,715,-2616,3,1,1,Germany,0
683,30,67304,748,57320,3,1,0,Poland,0
684,57,52921,386,10072,2,1,0,Germany,0
685,59,125921,400,97239,2,1,0,Germany,0
686,26,21524,307,75018,1,0,0,Ukraine,0
687,67,120424,499,35510,3,1,1,Germany,1
688,44,35048,804,43933,4,1,0,Germany,0
689,19,55111,386,16826,2,1,0,Poland,0
690,22,57904,342,63026,4,1,0,Ukraine,1
691,46,74912,684,20518,4,1,0,Ukraine,0
692,54,54008,734,19045,2,1,1,Poland,0
693,55,20060,707,45876,2,1,0,Germany,0
694,36,94666,782,87446,2,0,1,Ukraine,0
695,25,103559,316,85102,2,1,0,Ukraine,0
696,65,75337,447,46919,3,1,1,Germany,1
697,62,130616,576,94441,3,1,1,Germany,0
698,18,33350,531,22103,3,1,0,Ukraine,0
699,39,44354,665,31188,3,0,0,Germany,1
700,69,65186,527,845,1,0,0,Ukraine,1
701,34,48145,735,81698,3,0,0,Germany,0
702,24,54020,698,31674,2,0,1,Germany,0
703,42,106123,510,14337,4,0,1,Poland,0
704,62,126667,690,17313,3,0,0,Germany,1
705,21,95186,798,21943,1,1,0,Poland,1
706,53,105469,839,72949,2,0,1,Germany,0
707,23,40581,790,-4724,4,0,0,Ukraine,0
708,48,108929,741,46151,4,1,1,Ukraine,0
709,36,43051,560,12611,3,0,0,Germany,1
710,61,71474,649,99641,4,1,1,Germany,0
711,56,111748,651,6944,3,1,1,Ukraine,0
712,44,145995,819,47887,3,0,1,Germany,1
713,27,134618,619,76442,2,1,1,Poland,0
714,43,89626,437,44847,2,0,1,Poland,0
715,36,26960,849,53653,1,0,0,Poland,0
716,56,55772,667,81072,2,1,1,Poland,0
717,20,41520,519,51622,2,1,0,Poland,0
718,62,69481,636,22810,3,0,1,Germany,0
719,30,56408,522,72842,2,1,1,Germany,0
720,67,114006,659,5503,3,1,0,Poland,1
721,45,148496,628,79761,3,0,0,Germany,0
722,37,77134,762,31976,2,0,0,Germany,0
723,45,40491,681,6590,1,1,0,Poland,0
724,25,21341,468,5886,1,0,1,Germany,1
725,58,64623,516,7866,4,0,0,Germany,1
726,56,110327,677,61624,4,0,1,Germany,0
727,18,20338,418,63899,2,0,0,Poland,0
728,20,91431,489,27792,1,0,0,Germany,0
729,30,32254,669,4764,3,0,1,Ukraine,0
730,45,71860,448,81156,4,0,1,Ukraine,0
731,66,31344,787,37727,3,1,0,Poland,1
732,42,21750,673,73471,4,0,1,Ukraine,1
733,50,74756,459,3068,2,1,1,Poland,0
734,55,87957,650,2295,1,1,1,Ukraine,1
735,23,125423,587,36160,4,1,1,Ukraine,1
736,61,78053,587,6390,1,0,1,Ukraine,0
737,62,90855,525,15131,3,0,1,Poland,0
738,49,35896,822,89754,2,1,1,Poland,1
739,62,75761,821,70969,1,0,1,Germany,0
740,64,82552,572,10038,2,1,0,Poland,1
741,38,140075,701,47327,1,0,1,Ukraine,1
742,33,97454,482,88718,3,0,0,Ukraine,0
743,38,146522,787,72064,3,1,1,Poland,1
744,28,138681,423,16281,2,1,1,Poland,1
745,54,110600,713,49189,3,1,1,Poland,0
746,53,142732,471,43511,4,0,1,Germany,0
747,52,132153,587,3605,1,1,0,Ukraine,0
748,36,142926,734,95318,3,0,0,Germany,0
749,37,47935,412,-3619,4,0,1,Germany,0
750,35,57641,421,61634,2,0,0,Ukraine,0
751,64,49711,843,14810,4,1,1,Ukraine,0
752,58,90342,521,19322,2,1,1,Poland,0
753,66,126896,338,36869,2,1,0,Poland,1
754,31,32182,796,27955,1,0,0,Germany,1
755,32,107833,532,56388,1,0,1,Poland,1
756,48,76276,829,5207,4,1,1,Poland,0
757,18,39541,448,82329,1,0,0,Ukraine,1
758,20,114457,696,62628,1,0,1,Ukraine,1
759,33,102310,601,23220,1,1,0,Poland,0
760,40,64813,659,79050,4,1,1,Ukraine,0
761,28,57198,537,98546,3,1,1,Poland,0
762,29,28820,535,69085,1,0,0,Ukraine,1
763,27,44070,502,17031,1,0,0,Ukraine,0
764,49,89768,555,65721,4,0,0,Ukraine,0
765,33,31122,534,75807,3,0,1,Ukraine,0
766,25,100559,644,66312,1,0,1,Poland,0
767,55,93543,833,54766,2,1,1,Germany,0
768,29,103441,765,7449,4,0,1,Ukraine,0
769,41,61786,840,84833,1,0,0,Poland,0
770,45,114934,512,51699,1,0,1,Poland,1
771,25,119804,762,76253,2,1,1,Ukraine,0
772,45,26737,735,99769,2,1,1,Germany,0
773,53,56062,582,41092,4,1,0,Ukraine,0
774,43,74237,762,58671,4,0,1,Poland,0
775,25,71571,706,5350,2,1,1,Germany,0
776,67,45510,387,91158,4,1,0,Poland,0
777,45,39426,343,95859,2,1,1,Ukraine,1
778,45,57265,760,63487,1,0,1,Germany,1
779,54,37850,577,12622,2,1,0,Poland,1
780,58,138249,720,65263,2,0,1,Poland,0
781,53,86150,652,48117,3,0,1,Poland,0
782,44,107312,814,98990,2,1,1,Ukraine,1
783,34,109613,318,53394,2,0,0,Germany,0
784,26,94910,322,97005,3,1,1,Ukraine,0
785,50,72375,712,96084,4,0,1,Ukraine,0
786,37,141826,329,18782,3,1,0,Ukraine,0
787,30,55435,407,23454,1,1,0,Germany,0
788,45,116443,666,62904,3,1,1,Ukraine,1
789,65,77132,580,10592,1,0,1,Ukraine,0
790,46,98945,427,17173,4,1,1,Ukraine,0
791,30,102050,528,28204,3,0,1,Ukraine,1
792,63,149828,410,30596,3,1,0,Poland,1
793,52,115402,435,29324,4,0,1,Ukraine,0
794,23,22983,661,56202,1,0,0,Poland,0
795,35,117241,485,84400,3,1,0,Ukraine,1
796,68,40662,428,25750,1,1,1,Germany,1
797,22,43510,560,71112,3,1,1,Poland,0
798,64,98187,814,11566,2,1,0,Poland,1
799,42,60998,748,2190,3,1,0,Poland,0
800,19,76846,403,83607,4,0,1,Poland,0
801,27,114071,782,33333,4,1,0,Germany,0
802,47,26640,523,75905,1,1,1,Ukraine,0
803,67,64547,790,84571,3,0,1,Poland,1
804,62,74620,772,-3411,1,1,0,Germany,0
805,22,35317,309,20235,1,1,0,Poland,0
806,50,135608,704,-4841,2,0,1,Ukraine,0
807,18,27564,601,7145,2,1,0,Poland,0
808,35,47345,530,75909,4,1,1,Germany,0
809,49,133824,365,26921,1,1,1,Ukraine,0
810,64,114223,411,99859,4,0,1,Germany,0
811,66,143372,312,11237,3,1,0,Ukraine,1
812,28,99273,692,3244,1,0,1,Ukraine,0
813,38,94859,799,9743,1,1,1,Ukraine,0
814,43,100765,533,92102,3,0,1,Poland,1
815,42,130017,613,41101,3,1,1,Germany,0
816,39,94038,311,79227,4,0,1,Germany,0
817,44,143618,508,94532,4,0,1,Germany,1
818,66,72393,313,51378,3,0,1,Ukraine,0
819,30,86081,717,66126,4,0,1,Poland,0
820,50,145341,736,51071,3,0,1,Ukraine,0
821,51,122650,676,66121,1,0,1,Germany,0
822,58,49430,319,69763,1,1,1,Poland,1
823,52,95532,369,88814,2,1,0,Poland,0
824,18,47788,510,99350,1,0,1,Poland,1
825,38,115505,400,7237,3,0,1,Germany,1
826,65,68543,431,10649,4,0,1,Poland,0
827,23,33919,680,32713,2,0,0,Poland,0
828,45,89346,431,68463,4,1,1,Ukraine,0
829,34,116122,319,40409,3,0,0,Ukraine,0
830,22,59974,835,43766,1,1,1,Poland,0
831,48,127309,526,41154,2,1,1,Poland,1
832,22,36371,453,2016,3,0,0,Ukraine,1
833,55,65084,768,74563,2,0,1,Ukraine,0
834,20,49629,704,43688,2,1,0,Ukraine,0
835,40,71184,501,84678,1,1,0,Germany,1
836,54,81916,337,49238,3,0,1,Germany,0
837,54,147293,487,53608,4,0,1,Ukraine,1
838,27,93972,356,84081,2,0,1,Poland,0
839,27,82187,319,26897,2,1,1,Ukraine,0
840,36,32984,572,45961,4,1,0,Germany,1
841,34,53039,418,63703,3,0,0,Poland,0
842,38,105431,815,39757,2,1,1,Germany,1
843,31,103691,520,21917,2,1,0,Poland,1
844,26,78606,825,17736,2,0,0,Germany,0
845,63,30616,814,22990,3,0,1,Poland,0
846,18,122665,635,57551,3,1,0,Poland,1
847,68,125373,354,53161,4,1,0,Poland,1
848,62,70072,799,74623,3,0,1,Poland,0
849,30,44574,835,17440,3,0,0,Germany,1
850,21,23430,461,30205,1,0,1,Germany,0
851,18,139123,458,75811,4,0,0,Poland,0
852,66,32676,487,50103,2,0,1,Poland,1
853,57,30816,359,65812,3,1,0,Germany,0
854,49,52733,618,36627,2,1,0,Poland,1
855,51,105680,510,98032,2,1,1,Poland,0
856,45,22050,705,14008,1,1,1,Poland,0
857,48,129996,408,66274,3,0,1,Ukraine,0
858,25,53933,375,27402,4,0,1,Poland,0
859,56,44951,841,48384,3,0,0,Ukraine,0
860,43,52413,613,793,2,1,0,Poland,0
861,51,54801,416,97827,4,1,0,Germany,0
862,20,75619,318,571,3,1,1,Ukraine,0
863,67,52913,731,91867,2,0,0,Ukraine,0
864,29,132573,649,11209,2,1,0,Poland,1
865,18,139076,482,85930,1,0,1,Poland,0
866,61,60600,412,38148,1,0,1,Ukraine,0
867,22,77775,482,86218,1,0,0,Germany,0
868,47,110816,780,-2776,2,0,1,Germany,0
869,47,149972,445,43695,3,0,0,Poland,0
870,34,110093,412,27441,1,0,0,Germany,0
871,65,132590,775,34129,3,1,1,Germany,0
872,64,55400,602,95252,1,0,0,Poland,1
873,40,24494,417,57368,4,0,1,Germany,1
874,32,100688,460,87122,4,1,1,Poland,0
875,54,142744,700,39760,1,0,0,Ukraine,0
876,38,109431,497,18478,2,1,0,Poland,0
877,31,94691,559,66854,1,1,0,Ukraine,0
878,19,117419,346,89230,1,1,1,Ukraine,0
879,28,128730,698,80716,2,0,0,Germany,0
880,68,63001,377,7180,4,0,1,Germany,0
881,56,87364,423,93538,3,1,1,Germany,0
882,55,144988,374,10372,1,0,0,Poland,0
883,51,65028,436,24796,2,0,1,Germany,0
884,55,127434,699,53272,1,1,0,Ukraine,0
885,67,117659,804,84963,2,1,0,Germany,0
886,51,57573,799,93826,3,0,0,Germany,0
887,35,20806,437,88635,3,1,0,Poland,0
888,47,144343,349,49040,4,1,0,Poland,0
889,32,76638,553,70357,2,1,0,Ukraine,0
890,44,148301,725,66368,2,0,0,Poland,0
891,68,146295,846,73356,4,0,1,Germany,0
892,51,126506,601,11211,4,0,0,Poland,0
893,69,49757,648,842,2,1,1,Ukraine,0
894,55,54636,348,58115,4,0,1,Germany,0
895,50,100097,373,61852,3,1,1,Ukraine,0
896,41,68280,560,40968,1,0,0,Poland,0
897,32,44262,655,12508,3,0,1,Poland,1
898,47,100435,559,17005,4,1,1,Ukraine,0
899,59,82211,594,49575,2,0,0,Germany,0
900,68,74842,612,75742,2,1,0,Poland,1
901,34,148583,481,13971,3,0,1,Poland,1
902,22,76979,663,20599,2,0,0,Germany,0
903,46,134524,487,82592,4,1,0,Poland,0
904,21,101470,842,61914,3,1,0,Ukraine,0
905,27,58197,847,62055,2,1,0,Poland,0
906,34,61844,707,82697,1,0,1,Poland,0
907,27,84754,713,99397,1,0,0,Germany,0
908,34,121868,641,355,4,0,0,Ukraine,0
909,37,54157,519,49120,2,1,0,Germany,1
910,41,97129,462,69619,4,1,1,Poland,1
911,22,60042,519,33342,3,1,1,Poland,0
912,51,81665,569,80992,1,0,0,Germany,0
913,23,135512,699,73860,3,0,0,Germany,0
914,19,136953,481,-2743,2,1,1,Germany,1
915,30,102856,504,22364,4,0,0,Ukraine,0
916,60,47376,527,19972,4,1,0,Poland,0
917,60,129049,549,21654,4,0,1,Germany,0
918,65,75554,740,75769,3,0,0,Poland,0
919,28,34199,832,76423,1,1,0,Ukraine,0
920,68,138533,495,24320,3,0,1,Ukraine,1
921,64,101412,818,15808,3,0,1,Ukraine,0
922,40,70948,369,47389,2,1,0,Ukraine,0
923,33,93781,698,90690,2,1,1,Poland,0
924,48,92750,502,29773,2,0,0,Ukraine,0
925,28,86262,447,46168,1,1,0,Ukraine,1
926,33,137424,771,22747,1,0,0,Germany,1
927,25,66600,498,71396,2,1,1,Ukraine,1
928,21,96898,725,78692,2,0,1,Germany,1
929,57,82483,791,52505,1,0,0,Ukraine,0
930,21,38297,441,80896,4,1,0,Ukraine,0
931,42,50448,612,13135,1,0,1,Germany,0
932,20,46172,464,85887,1,0,1,Ukraine,1
933,49,62874,613,91035,1,1,1,Poland,0
934,20,27657,320,42377,2,1,0,Poland,0
935,44,104386,381,18554,4,0,1,Ukraine,1
936,46,145617,430,57491,1,1,1,Poland,0
937,49,45425,604,50621,2,1,0,Germany,0
938,67,46685,670,53283,3,0,0,Ukraine,0
939,68,142000,683,80140,3,0,0,Ukraine,0
940,36,132855,744,11923,1,1,1,Germany,0
941,38,44578,724,42591,3,1,0,Germany,1
942,22,48831,460,57261,4,1,0,Germany,0
943,35,27906,477,49336,3,0,0,Ukraine,1
944,45,81413,789,69083,3,0,0,Germany,0
945,59,74028,626,55948,4,0,1,Germany,0
946,39,27287,588,28002,1,0,0,Poland,1
947,38,53660,653,75098,1,0,1,Poland,0
948,23,95758,327,68016,4,0,1,Ukraine,0
949,18,80504,342,21672,4,0,1,Poland,1
950,22,79720,722,-787,4,1,0,Poland,0
951,58,122979,476,5293,3,1,1,Germany,0
952,29,54701,828,94977,4,0,0,Germany,0
953,43,103300,793,50860,2,0,0,Poland,0
954,63,130177,497,57507,3,0,0,Poland,0
955,51,37674,816,52134,1,1,1,Poland,0
956,66,103560,813,-2900,1,0,0,Ukraine,1
957,31,131543,321,56997,1,1,0,Ukraine,1
958,43,43874,411,23172,3,1,0,Ukraine,0
959,62,63642,356,15132,2,1,1,Poland,0
960,44,143867,365,13199,4,1,1,Poland,0
961,26,117820,397,31609,4,1,1,Ukraine,0
962,43,85160,443,37965,1,0,0,Ukraine,0
963,64,37602,734,3016,1,0,1,Poland,1
964,39,123320,385,34779,3,1,0,Germany,1
965,64,108801,643,97797,2,0,0,Ukraine,0
966,47,45931,593,26881,4,1,1,Poland,0
967,60,114377,542,77594,3,1,0,Poland,0
968,65,49192,331,19472,4,0,1,Germany,0
969,34,66542,690,95462,1,0,0,Poland,0
970,43,147015,576,46813,4,0,1,Poland,1
971,53,62520,831,95368,2,0,0,Ukraine,0
972,18,84772,453,31021,2,0,0,Ukraine,1
973,25,78762,682,49131,1,1,0,Germany,0
974,66,70106,367,19087,2,0,0,Germany,0
975,52,101121,513,7828,2,0,0,Poland,0
976,69,45559,675,56610,3,0,1,Ukraine,0
977,32,125595,512,91664,4,1,0,Germany,0
978,64,53742,378,-3599,1,0,1,Germany,0
979,39,89669,680,80179,1,1,1,Germany,1
980,31,100199,357,10193,1,0,1,Poland,0
981,43,41754,325,87389,1,0,0,Ukraine,0
982,45,23972,746,39864,1,1,0,Germany,1
983,40,90831,365,15307,2,0,0,Ukraine,1
984,31,132217,553,97518,3,0,1,Germany,1
985,41,61873,343,14611,1,1,0,Germany,0
986,19,114661,396,38791,3,0,0,Ukraine,1
987,62,126532,526,6950,3,1,1,Ukraine,0
988,43,146267,735,71240,2,1,1,Ukraine,0
989,31,29903,678,72403,1,1,1,Poland,0
990,68,23020,477,-2255,2,1,1,Germany,0
991,24,61755,726,50243,1,1,1,Poland,0
992,20,105956,606,-1134,2,0,1,Ukraine,0
993,64,106988,803,27245,3,0,0,Germany,0
994,40,65648,567,39724,1,0,1,Poland,0
995,63,123537,307,66354,4,1,0,Germany,0
996,60,145991,807,46374,3,1,0,Poland,1
997,64,29516,775,25116,4,1,0,Ukraine,1
998,62,132863,596,76029,3,1,1,Poland,0
999,35,135005,463,88574,2,0,0,Germany,1
1000,55,22396,784,15447,1,0,1,Germany,0
